23 10
1.517665081 13.210451 3.690781 1.291521 72.611 0.571321 8.216841 0.01 0.01 1
1.515660441 13.290251 3.448321 1.211271 72.73881 0.55891 8.571921 0.01 0.01 1
1.522266641 14.168051 3.812011 0.781131 71.351 0.01 9.690961 0.01 0.01 1
1.519669721 14.77321 3.749151 0.291 72.0221 0.031051 9.002321 0.01 0.01 1
1.517778981 13.210451 2.810741 1.291521 72.97961 0.509221 9.023841 0.01 0.4591 1
1.52197051 14.36091 3.847931 0.890271 71.36121 0.149041 9.152961 0.01 0.01 1
1.51900911 13.489751 3.479751 1.34931 71.94921 0.552691 9.002321 0.01 0.01 1
1.518485161 13.64271 3.870381 1.269051 71.96041 0.540271 8.324441 0.01 0.16321 2
1.518189021 13.72251 0.01 0.559641 74.45241 0.01 10.992921 0.01 0.01 2
1.516639981 12.931151 3.538121 1.618941 72.95721 0.639631 8.033921 0.01 0.10711 2
1.517095581 12.997651 3.470771 1.789071 72.7221 0.658261 8.184561 0.01 0.01 2
1.516890561 12.67181 2.878091 1.708821 73.20921 0.732781 8.539641 0.01 0.01 2
1.52664041 11.228751 0.01 0.77151 73.20921 0.01 14.68361 0.01 0.01 2
1.518507941 13.197151 3.627921 1.070031 72.82841 0.571321 8.410521 0.091351 0.08671 2
1.518120681 12.957751 2.958911 1.429551 72.9181 0.602371 8.787121 0.13861 0.01 2
1.521264321 14.3211 3.901811 0.829281 71.50121 0.01 9.486521 0.01 0.01 3
1.516434961 12.159751 3.520161 1.34931 72.891 0.571321 8.528881 0.01 0.01 3
1.51969251 12.638551 0.01 1.651041 73.75241 0.378811 11.530921 0.01 0.01 5
1.519145781 12.731651 1.849881 1.859691 72.68841 0.602371 10.089081 0.01 0.01 5
1.519168561 14.14811 0.01 2.090811 72.73881 0.01 10.885321 0.01 0.01 6
1.516138821 13.88211 1.778041 1.789071 73.09721 0.01 8.668761 0.759151 0.01 7
1.515090941 15.152251 0.01 2.251311 73.50041 0.01 8.33521 0.631 0.01 7
1.522471661 14.859651 2.20011 2.058711 70.2581 0.757621 9.755521 0.01 0.01 7
