192 10
1.517665081 13.210451 3.690781 1.291521 72.611 0.571321 8.216841 0.01 0.01 1
1.515888241 12.877951 3.430361 1.400661 73.2821 0.689311 8.044681 0.01 0.12241 1
1.51764231 12.97771 3.538121 1.211271 73.0021 0.652051 8.528881 0.01 0.01 1
1.522129961 14.207951 3.820991 0.469761 71.771 0.111781 9.57261 0.01 0.01 1
1.517551181 13.391 3.659351 1.18881 72.78921 0.571321 8.270641 0.01 0.05611 1
1.520990961 13.689251 3.5921 1.121391 71.96041 0.086941 9.400441 0.01 0.01 1
1.517551181 13.15061 3.609961 1.050771 73.23721 0.571321 8.238361 0.01 0.01 1
1.519100221 13.902051 3.731191 1.179171 72.12281 0.06211 8.894721 0.01 0.01 1
1.517938441 13.210451 3.479751 1.410291 72.6381 0.589951 8.432041 0.01 0.01 1
1.515660441 13.290251 3.448321 1.211271 72.73881 0.55891 8.571921 0.01 0.01 1
1.518986321 13.582851 3.349541 1.230531 72.0781 0.589951 8.905481 0.01 0.01 1
1.512152321 12.9911 3.470771 1.121391 72.97961 0.6211 8.345961 0.01 0.15811 1
1.519760841 13.808951 3.578531 1.320411 71.71961 0.117991 8.668761 0.689851 0.01 1
1.517847321 12.678451 3.668331 1.159911 73.10841 0.608581 8.701041 0.01 0.01 1
1.517209481 13.37671 3.50221 1.150281 72.85081 0.503011 8.432041 0.01 0.01 1
1.517460061 12.838051 3.50221 1.140651 73.27081 0.55891 8.55041 0.01 0.01 1
1.522107181 13.729151 3.838951 0.720141 71.75881 0.167671 9.744761 0.01 0.01 1
1.518234581 12.87131 3.479751 1.291521 72.95161 0.602371 8.432041 0.01 0.01 1
1.522266641 14.168051 3.812011 0.781131 71.351 0.01 9.690961 0.01 0.01 1
1.519191341 14.4171 3.578531 1.368561 72.0781 0.55891 8.302921 0.01 0.01 1
1.517619521 12.798151 3.659351 1.269051 73.00761 0.602371 8.561161 0.01 0.01 1
1.517505621 12.811451 3.569551 1.34931 73.01881 0.6211 8.593441 0.01 0.01 1
1.517938441 12.79151 3.50221 1.121391 73.031 0.639631 8.76561 0.01 0.01 1
1.518371261 13.13731 2.842171 1.278681 72.85081 0.552691 9.066881 0.01 0.01 1
1.52151491 13.050851 3.650371 0.871011 72.2181 0.192511 9.852361 0.01 0.08671 1
1.515956581 12.79151 3.609961 1.618941 72.96841 0.639631 8.06621 0.01 0.13261 1
1.517346161 13.01761 3.538121 1.689561 72.72761 0.540271 8.44281 0.01 0.03571 1
1.519669721 14.77321 3.749151 0.291 72.0221 0.031051 9.002321 0.01 0.01 1
1.51775621 12.851351 3.479751 1.230531 72.96841 0.608581 8.561161 0.091351 0.11221 1
1.517778981 13.210451 3.389951 1.330041 72.76121 0.589951 8.593441 0.01 0.01 1
1.517551181 13.48311 3.740171 1.169541 72.99081 0.589951 8.033921 0.01 0.01 1
1.517437281 13.29691 3.600981 1.140651 73.09161 0.577531 8.17381 0.01 0.01 1
1.5157061 12.718351 3.461791 1.561161 73.1981 0.670681 8.087721 0.01 0.12241 1
1.517209481 12.87131 3.479751 1.330041 73.04121 0.55891 8.432041 0.01 0.01 1
1.519100221 13.888751 3.529141 1.320411 71.80921 0.509221 8.776361 0.110251 0.01 1
1.518690181 13.19051 3.371991 1.179171 72.7221 0.571321 8.830161 0.01 0.08161 1
1.517778981 13.210451 2.810741 1.291521 72.97961 0.509221 9.023841 0.01 0.4591 1
1.521719921 13.50971 3.86141 0.880641 71.79241 0.229771 9.540321 0.01 0.05611 1
1.517551181 12.997651 3.600981 1.358931 72.99081 0.571321 8.399761 0.01 0.05611 1
1.517619521 12.811451 3.538121 1.230531 73.23721 0.577531 8.3891 0.01 0.01 1
1.51752841 12.572051 3.470771 1.38141 73.38841 0.602371 8.55041 0.01 0.03061 1
1.51787011 12.731651 3.430361 1.18881 72.95161 0.6211 8.754841 0.01 0.1531 1
1.523200621 13.72251 3.722211 0.511491 71.74761 0.086941 10.5681 0.01 0.08161 1
1.52299561 13.31021 3.578531 0.819651 71.98841 0.117991 10.175161 0.01 0.01531 1
1.521013741 13.64271 4.491 1.098921 71.78121 0.06211 8.754841 0.01 0.01 1
1.52197051 14.36091 3.847931 0.890271 71.36121 0.149041 9.152961 0.01 0.01 1
1.517505621 12.81811 3.551591 1.490541 72.751 0.540271 8.518121 0.01 0.09691 1
1.522129961 14.207951 3.820991 0.469761 71.771 0.111781 9.57261 0.01 0.01 1
1.526663181 13.98851 3.699761 0.710511 71.56841 0.018631 9.820081 0.01 0.0511 1
1.521719921 13.48311 3.740171 0.89991 72.01081 0.180091 9.604881 0.01 0.03571 1
