21 10
1.520990961 13.689251 3.5921 1.121391 71.96041 0.086941 9.400441 0.01 0.01 1
1.517209481 13.37671 3.50221 1.150281 72.85081 0.503011 8.432041 0.01 0.01 1
1.518371261 13.13731 2.842171 1.278681 72.85081 0.552691 9.066881 0.01 0.01 1
1.5157061 12.718351 3.461791 1.561161 73.1981 0.670681 8.087721 0.01 0.12241 1
1.51787011 12.731651 3.430361 1.18881 72.95161 0.6211 8.754841 0.01 0.1531 1
1.516184381 13.529651 3.551591 1.538691 72.99081 0.391231 7.775681 0.01 0.01 1
1.517687861 12.651851 3.560571 1.301151 73.08041 0.608581 8.690281 0.01 0.07141 1
1.521765481 13.74911 1.010251 1.358931 72.191 0.329131 11.143561 0.01 0.01 2
1.51593381 13.250351 3.448321 1.429551 73.171 0.608581 7.861761 0.01 0.01 2
1.518189021 12.61861 2.761351 0.829281 73.80841 0.347761 9.421961 0.01 0.1021 2
1.51843961 13.250351 3.758131 1.320411 72.40281 0.577531 8.421281 0.01 0.01 2
1.515728781 14.859651 3.668331 1.740921 71.87081 0.161461 7.356041 0.01 0.06121 2
1.533931 12.29941 0.01 0.999411 70.16281 0.117991 16.191 0.01 0.12241 2
1.521765481 13.197151 3.68181 1.150281 72.751 0.540271 8.518121 0.01 0.01 2
1.522107181 14.1881 3.780581 0.909531 71.36121 0.229771 9.14221 0.01 0.18871 3
1.516548861 13.409951 3.389951 1.278681 72.6381 0.521641 8.647241 0.01 0.01 3
1.516662761 12.8581 0.01 1.83081 73.88121 0.968761 10.175161 0.01 0.01 5
1.512995181 14.40081 1.742121 1.538691 74.54761 0.01 7.592761 0.01 0.01 6
1.523155061 13.44321 3.340561 1.230531 72.38041 0.602371 8.830161 0.01 0.01 7
1.51513651 14.8531 0.01 2.421441 73.71881 0.01 8.3891 0.56071 0.01 7
1.518371261 14.3211 3.259741 2.219211 71.24921 1.459351 5.785081 1.628551 0.01 7
