22 10
1.517551181 13.391 3.659351 1.18881 72.78921 0.571321 8.270641 0.01 0.05611 1
1.517847321 12.678451 3.668331 1.159911 73.10841 0.608581 8.701041 0.01 0.01 1
1.517938441 12.79151 3.50221 1.121391 73.031 0.639631 8.76561 0.01 0.01 1
1.517437281 13.29691 3.600981 1.140651 73.09161 0.577531 8.17381 0.01 0.01 1
1.51752841 12.572051 3.470771 1.38141 73.38841 0.602371 8.55041 0.01 0.03061 1
1.521719921 13.48311 3.740171 0.89991 72.01081 0.180091 9.604881 0.01 0.03571 1
1.517368941 12.77821 3.618941 1.291521 72.78921 0.589951 8.701041 0.01 0.01 1
1.518712961 12.931151 3.659351 1.561161 72.50921 0.577531 8.55041 0.01 0.06121 2
1.516457741 13.44321 3.609961 1.538691 72.39161 0.658261 8.033921 0.01 0.01 2
1.515888241 13.117351 3.407911 1.580421 73.25961 0.068311 8.3891 0.01 0.09691 2
1.516526081 13.56291 3.569551 1.471281 72.44761 0.639631 7.95861 0.01 0.01 2
1.51661721 12.851351 3.511181 1.439181 73.00761 0.68311 8.22761 0.59851 0.12751 2
1.518416821 12.931151 3.740171 1.108551 72.27961 0.639631 8.959281 0.01 0.11221 2
1.51673111 13.29691 3.641391 1.529061 72.53161 0.652051 8.033921 0.01 0.14791 2
1.516594421 12.9911 3.178921 1.230531 72.96841 0.577531 8.808641 0.01 0.12241 2
1.516457741 13.037551 3.398931 1.259421 73.00761 0.521641 8.582681 0.01 0.01 3
1.516708321 13.237051 3.569551 1.38141 72.69961 0.55891 8.44281 0.01 0.0511 3
1.51320021 12.997651 0.01 3.01851 70.70041 6.211 6.925641 0.01 0.01 5
1.518530721 14.088251 2.191121 1.660671 72.67161 0.01 9.325121 0.01 0.01 6
1.51638941 14.367551 0.01 2.739231 72.85081 0.01 9.454241 0.538651 0.01 7
1.523656221 15.790651 1.831921 1.310781 70.43161 0.31051 8.614961 1.678951 0.01 7
1.516229941 14.141451 0.01 2.880471 72.611 0.080731 9.185241 1.061551 0.01 7
